"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"5553",10648,"Morera","18/03/2011 10:00","Medio (4 - 8 mts)",140,"Grande",-68.8556351917,-32.8744903459,6,"Residencial Norte",2694682.37982,1,"Alto"
"5554",10649,"Morera","18/03/2011 09:56","Bajo (2 - 4 mts)",50,"Mediano",-68.8556181658,-32.8743886548,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5555",10653,"Fresno europeo","18/03/2011 12:59","Bajo (2 - 4 mts)",60,"Mediano",-68.8546066007,-32.8743458402,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5556",10655,"Paraiso","18/03/2011 12:48","Bajo (2 - 4 mts)",50,"Mediano",-68.8546211673,-32.8744373655,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5557",10656,"Perenne","18/03/2011 12:00","Muy bajo (1 - 2 mts)",50,"Mediano",-68.8547609274,-32.8749772638,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5558",10659,"Morera","21/03/2011 11:57","Medio (4 - 8 mts)",62,"Grande",-68.8538432362,-32.8748903429,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5559",10662,"Caducifolio","23/03/2011 09:54","Bajo (2 - 4 mts)",40,"Mediano",-68.8527869174,-32.8745457887,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5560",10663,"Caducifolio","23/03/2011 09:52","Bajo (2 - 4 mts)",60,"Mediano",-68.8528311934,-32.8745633427,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5561",10665,"Morera","23/03/2011 09:30","Muy bajo (1 - 2 mts)",8,"Chico",-68.852914035,-32.8749175849,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5562",10666,"Morera","23/03/2011 09:26","Bajo (2 - 4 mts)",56,"Mediano",-68.8529383213,-32.8750254146,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5563",10667,"Fresno europeo","23/03/2011 09:23","Medio (4 - 8 mts)",100,"Grande",-68.852946985,-32.8750901898,6,"Residencial Norte",2694682.37982,0,"Medio"
"5564",10668,"Morera","22/03/2011 13:18","Bajo (2 - 4 mts)",42,"Mediano",-68.853053078,-32.8754030977,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5565",10669,"Fresno americano","22/03/2011 13:00","Medio (4 - 8 mts)",44,"Mediano",-68.8525592017,-32.8755558098,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5566",10670,"Paraiso","28/03/2011 12:25","Alto (> 8 mts)",200,"Grande",-68.8521074844,-32.874876568,6,"Residencial Norte",2694682.37982,0,"Muy Alto"
"5567",10671,"Fresno europeo","28/03/2011 12:37","Medio (4 - 8 mts)",96,"Grande",-68.8521302493,-32.8749946249,6,"Residencial Norte",2694682.37982,0,"Medio"
"5568",10673,"Morera","28/03/2011 12:55","Medio (4 - 8 mts)",74,"Grande",-68.8522296323,-32.8753620924,6,"Residencial Norte",2694682.37982,0,"Medio"
"5569",10675,"Morera","23/03/2011 12:32","Bajo (2 - 4 mts)",34,"Mediano",-68.8515180009,-32.8757555306,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5570",10676,"Morera","23/03/2011 13:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.8506882481,-32.875848484,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5571",10680,"Morera","28/03/2011 09:36","Medio (4 - 8 mts)",100,"Grande",-68.8508585319,-32.8749043307,6,"Residencial Norte",2694682.37982,0,"Medio"
"5572",10681,"Morera","28/03/2011 09:33","Bajo (2 - 4 mts)",52,"Mediano",-68.8507996733,-32.874913786,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5573",10683,"Paraiso","28/03/2011 09:42","Medio (4 - 8 mts)",160,"Grande",-68.8510492185,-32.8748685596,6,"Residencial Norte",2694682.37982,0,"Alto"
"5574",10685,"Caducifolio","28/03/2011 10:26","Bajo (2 - 4 mts)",60,"Mediano",-68.8514142393,-32.8751312387,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5575",10686,"Morera","29/03/2011 13:20","Medio (4 - 8 mts)",120,"Grande",-68.8501189238,-32.8760265729,6,"Residencial Norte",2694682.37982,0,"Medio"
"5576",10689,"Fresno americano","29/03/2011 10:49","Medio (4 - 8 mts)",50,"Mediano",-68.850509388,-32.8757016613,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5577",10690,"Morera","29/03/2011 10:47","Medio (4 - 8 mts)",120,"Grande",-68.8505130668,-32.8757285867,6,"Residencial Norte",2694682.37982,0,"Medio"
"5578",10691,"Morera","29/03/2011 10:45","Medio (4 - 8 mts)",90,"Grande",-68.8505288531,-32.8757798443,6,"Residencial Norte",2694682.37982,0,"Medio"
"5579",10692,"Morera","29/03/2011 10:59","Alto (> 8 mts)",80,"Grande",-68.8504611714,-32.8755038082,6,"Residencial Norte",2694682.37982,1,"Medio"
"5580",10695,"Morera","29/03/2011 12:03","Bajo (2 - 4 mts)",46,"Mediano",-68.8495228782,-32.8751501008,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5581",10696,"Paraiso sombrilla","29/03/2011 12:10","Medio (4 - 8 mts)",160,"Grande",-68.8495825804,-32.8751449437,6,"Residencial Norte",2694682.37982,0,"Alto"
"5582",10697,"Morera","29/03/2011 12:05","Medio (4 - 8 mts)",86,"Grande",-68.849477198,-32.8751606579,6,"Residencial Norte",2694682.37982,0,"Medio"
"5583",10698,"Paraiso sombrilla","29/03/2011 12:08","Medio (4 - 8 mts)",134,"Grande",-68.8494484263,-32.8751720126,6,"Residencial Norte",2694682.37982,1,"Alto"
"5584",10699,"Paraiso sombrilla","29/03/2011 11:50","Bajo (2 - 4 mts)",66,"Grande",-68.8497661714,-32.8751106412,6,"Residencial Norte",2694682.37982,0,"Medio"
"5585",10703,"Morera","30/03/2011 12:37","Medio (4 - 8 mts)",80,"Grande",-68.8490764012,-32.875338887,6,"Residencial Norte",2694682.37982,0,"Medio"
"5586",10704,"Morera","30/03/2011 12:28","Medio (4 - 8 mts)",70,"Grande",-68.8491171883,-32.8754799197,6,"Residencial Norte",2694682.37982,0,"Medio"
"5587",10706,"Morera","30/03/2011 10:20","Alto (> 8 mts)",200,"Grande",-68.8492644954,-32.8761899655,6,"Residencial Norte",2694682.37982,0,"Muy Alto"
"5588",10709,"Fresno europeo","31/03/2011 09:37","Medio (4 - 8 mts)",70,"Grande",-68.848476509,-32.876298957,6,"Residencial Norte",2694682.37982,0,"Medio"
"5589",10711,"Prunas","31/03/2011 09:05","Bajo (2 - 4 mts)",100,"Grande",-68.8480455651,-32.8758790448,6,"Residencial Norte",2694682.37982,0,"Medio"
"5590",10712,"Morera","30/03/2011 13:24","Medio (4 - 8 mts)",140,"Grande",-68.8478080145,-32.875478385,6,"Residencial Norte",2694682.37982,0,"Alto"
"5591",10713,"Paraiso sombrilla","30/03/2011 13:18","Medio (4 - 8 mts)",104,"Grande",-68.8479688916,-32.8754509131,6,"Residencial Norte",2694682.37982,0,"Medio"
"5592",10714,"Morera","30/03/2011 13:14","Muy bajo (1 - 2 mts)",7,"Chico",-68.8480503752,-32.8754377726,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5593",10716,"Fresno europeo","30/03/2011 12:57","Medio (4 - 8 mts)",46,"Mediano",-68.848614914,-32.8753355792,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5594",10718,"Olmo comun","06/04/2011 14:07","Alto (> 8 mts)",115,"Grande",-68.8590061533,-32.8763805778,7,"Residencial Parque",1786336.08966,0,"Medio"
"5595",10719,"Pltano","06/04/2011 14:18","Muy bajo (1 - 2 mts)",6,"Chico",-68.8589736219,-32.8761970275,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5596",10720,"Pltano","06/04/2011 14:16","Bajo (2 - 4 mts)",20,"Chico",-68.8589729243,-32.8761827547,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5597",10721,"Pltano","06/04/2011 14:21","Medio (4 - 8 mts)",36,"Mediano",-68.8589660421,-32.8760461908,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5598",10722,"Morera","07/04/2011 09:08","Alto (> 8 mts)",124,"Grande",-68.8589497378,-32.8759396896,7,"Residencial Parque",1786336.08966,0,"Medio"
"5599",10725,"Morera","06/04/2011 10:12","Bajo (2 - 4 mts)",32,"Mediano",-68.858688499,-32.8756308261,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5600",10726,"Pltano","06/04/2011 10:03","Alto (> 8 mts)",130,"Grande",-68.8583448281,-32.8756991834,7,"Residencial Parque",1786336.08966,0,"Medio"
"5601",10728,"Fresno europeo","06/04/2011 09:48","Bajo (2 - 4 mts)",16,"Chico",-68.8577245488,-32.8758130099,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5602",10729,"Paraiso sombrilla","06/04/2011 09:41","Bajo (2 - 4 mts)",60,"Mediano",-68.8577091634,-32.8760179095,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5603",10731,"Prunas","06/04/2011 12:01","Bajo (2 - 4 mts)",20,"Chico",-68.85822034,-32.8766988621,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5604",10732,"Acer","06/04/2011 11:59","Muy bajo (1 - 2 mts)",5,"Chico",-68.8582003546,-32.8767021838,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5605",10738,"Paraiso","06/04/2011 12:20","Alto (> 8 mts)",60,"Mediano",-68.8587114619,-32.8766091925,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5606",10739,"Morera","04/04/2011 13:28","Medio (4 - 8 mts)",46,"Mediano",-68.8577245641,-32.8765988324,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5607",10740,"Paraiso","05/04/2011 11:53","Medio (4 - 8 mts)",90,"Grande",-68.8569693733,-32.8759552033,6,"Residencial Norte",2694682.37982,0,"Medio"
"5608",10742,"Morera","05/04/2011 12:11","Bajo (2 - 4 mts)",70,"Grande",-68.8566060613,-32.8760285919,6,"Residencial Norte",2694682.37982,0,"Medio"
"5609",10744,"Fresno europeo","05/04/2011 12:49","Bajo (2 - 4 mts)",28,"Mediano",-68.8563692407,-32.876632042,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5610",10746,"Paraiso sombrilla","04/04/2011 12:57","Medio (4 - 8 mts)",70,"Grande",-68.8571625993,-32.8768957716,6,"Residencial Norte",2694682.37982,1,"Medio"
"5611",10747,"Morera","04/04/2011 13:02","Bajo (2 - 4 mts)",34,"Mediano",-68.857268163,-32.8768767392,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5612",10748,"Morera","04/04/2011 13:20","Muy bajo (1 - 2 mts)",12,"Chico",-68.8576852052,-32.8767956391,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5613",10749,"Fresno europeo","06/04/2011 09:44","Bajo (2 - 4 mts)",23,"Mediano",-68.8544001477,-32.876442416,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5614",10750,"Pltano","06/04/2011 09:21","Alto (> 8 mts)",136,"Grande",-68.8551557167,-32.8763057335,6,"Residencial Norte",2694682.37982,0,"Alto"
"5615",10751,"Fresno europeo","06/04/2011 09:06","Medio (4 - 8 mts)",58,"Mediano",-68.8554699986,-32.8762463914,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5616",10752,"Paraiso","06/04/2011 09:04","Medio (4 - 8 mts)",120,"Grande",-68.855630621,-32.8762159491,6,"Residencial Norte",2694682.37982,0,"Medio"
"5617",10753,"Pltano","05/04/2011 14:01","Alto (> 8 mts)",80,"Grande",-68.8559698681,-32.8761520115,6,"Residencial Norte",2694682.37982,0,"Medio"
"5618",10756,"Fresno europeo","05/04/2011 11:45","Medio (4 - 8 mts)",46,"Mediano",-68.8562182576,-32.8765769851,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5619",10757,"Acacia SP","05/04/2011 11:40","Alto (> 8 mts)",60,"Mediano",-68.8562532488,-32.8766843251,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5620",10758,"Morera","05/04/2011 11:18","Medio (4 - 8 mts)",38,"Mediano",-68.8563033431,-32.8768718736,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5621",10759,"Olmo comun","05/04/2011 11:17","Muy bajo (1 - 2 mts)",10,"Chico",-68.8563312084,-32.8769525693,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5622",10761,"Morera","04/04/2011 10:12","Muy bajo (1 - 2 mts)",7,"Chico",-68.8542478233,-32.8769408373,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5623",10762,"Paraiso","04/04/2011 10:22","Medio (4 - 8 mts)",108,"Grande",-68.8541898814,-32.8767180154,6,"Residencial Norte",2694682.37982,0,"Medio"
"5624",10764,"Paraiso","04/04/2011 11:55","Medio (4 - 8 mts)",140,"Grande",-68.853863337,-32.8765417626,6,"Residencial Norte",2694682.37982,0,"Alto"
"5625",10765,"Fresno europeo","04/04/2011 12:20","Medio (4 - 8 mts)",72,"Grande",-68.8529479707,-32.8767208824,6,"Residencial Norte",2694682.37982,0,"Medio"
"5626",10766,"Fresno europeo","04/04/2011 12:23","Medio (4 - 8 mts)",100,"Grande",-68.8528473826,-32.8767366962,6,"Residencial Norte",2694682.37982,0,"Medio"
"5627",10767,"Fresno europeo","04/04/2011 12:25","Medio (4 - 8 mts)",50,"Mediano",-68.8528191039,-32.8767380668,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5628",10768,"Fresno europeo","04/04/2011 10:31","Bajo (2 - 4 mts)",7,"Chico",-68.8526381678,-32.8768779463,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5629",10770,"Morera","04/04/2011 09:58","Alto (> 8 mts)",160,"Grande",-68.852626545,-32.87775877,6,"Residencial Norte",2694682.37982,1,"Alto"
"5630",10773,"Fresno europeo","04/04/2011 13:56","Muy bajo (1 - 2 mts)",3,"Chico",-68.8511329594,-32.8770550744,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5631",10774,"Morera","04/04/2011 12:29","Medio (4 - 8 mts)",52,"Mediano",-68.8523304426,-32.8768220292,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5632",10775,"Fresno americano","04/04/2011 12:26","Medio (4 - 8 mts)",42,"Mediano",-68.8524813585,-32.8767977749,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5633",10776,"Acer","31/03/2011 10:27","Medio (4 - 8 mts)",108,"Grande",-68.8501355362,-32.8781467213,6,"Residencial Norte",2694682.37982,0,"Medio"
"5634",10777,"Olmo bola","31/03/2011 10:23","Medio (4 - 8 mts)",150,"Grande",-68.8501043851,-32.8780684468,6,"Residencial Norte",2694682.37982,0,"Alto"
"5635",10779,"Caducifolio","31/03/2011 10:18","Muy bajo (1 - 2 mts)",26,"Mediano",-68.8500526516,-32.8779713698,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5636",10780,"Caducifolio","31/03/2011 10:16","Muy bajo (1 - 2 mts)",6,"Chico",-68.8500102333,-32.8778779864,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5637",10782,"Paraiso","31/03/2011 10:11","Alto (> 8 mts)",170,"Grande",-68.8499526182,-32.8777265437,6,"Residencial Norte",2694682.37982,0,"Alto"
"5638",10788,"Fresno europeo","31/03/2011 09:58","Medio (4 - 8 mts)",84,"Grande",-68.8498293338,-32.8774274448,6,"Residencial Norte",2694682.37982,0,"Medio"
"5639",10790,"Paraiso","01/04/2011 11:59","Alto (> 8 mts)",106,"Grande",-68.8500338288,-32.8772616613,6,"Residencial Norte",2694682.37982,0,"Medio"
"5640",10793,"Morera","01/04/2011 12:02","Alto (> 8 mts)",120,"Grande",-68.850010665,-32.8772669535,6,"Residencial Norte",2694682.37982,1,"Medio"
"5641",10794,"Caducifolio","01/04/2011 11:49","Bajo (2 - 4 mts)",9,"Chico",-68.8501803406,-32.8772340854,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5642",10797,"Morera","31/03/2011 12:57","Medio (4 - 8 mts)",126,"Grande",-68.8510437424,-32.8777826411,6,"Residencial Norte",2694682.37982,0,"Medio"
"5643",10799,"Morera","07/04/2011 10:22","Medio (4 - 8 mts)",65,"Grande",-68.8587218938,-32.8777196662,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5644",10800,"Morera","07/04/2011 10:11","Bajo (2 - 4 mts)",22,"Mediano",-68.8581517044,-32.8776725665,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5645",10801,"Morera","01/04/2011 12:15","Muy bajo (1 - 2 mts)",8,"Chico",-68.8581224336,-32.8775654193,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5646",10803,"Morera","01/04/2011 12:06","Medio (4 - 8 mts)",30,"Mediano",-68.858038473,-32.8772464374,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5647",10804,"Morera","01/04/2011 12:01","Bajo (2 - 4 mts)",22,"Mediano",-68.8580042667,-32.8771218431,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5648",10807,"Morera","01/04/2011 11:49","Medio (4 - 8 mts)",52,"Mediano",-68.8580226596,-32.8777220403,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5649",10808,"Morera","01/04/2011 11:47","Bajo (2 - 4 mts)",26,"Mediano",-68.858002443,-32.8776651728,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5650",10812,"Pltano","07/04/2011 17:13","Medio (4 - 8 mts)",32,"Mediano",-68.8577070797,-32.8769261706,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5651",10813,"Jacarand","07/04/2011 17:16","Alto (> 8 mts)",38,"Mediano",-68.8575424985,-32.8769527699,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5652",10818,"Fresno americano","31/03/2011 09:51","Muy bajo (1 - 2 mts)",15,"Chico",-68.8565427876,-32.877778648,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5653",10819,"Paraiso sombrilla","31/03/2011 09:47","Medio (4 - 8 mts)",64,"Grande",-68.856594761,-32.8779778872,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5654",10822,"Fresno europeo","30/03/2011 12:10","Bajo (2 - 4 mts)",27,"Mediano",-68.8551156634,-32.8783895469,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5655",10825,"Caducifolio","30/03/2011 12:28","Alto (> 8 mts)",70,"Grande",-68.854744083,-32.8782243162,6,"Residencial Norte",2694682.37982,0,"Medio"
"5656",10827,"Fresno europeo","30/03/2011 12:22","Alto (> 8 mts)",70,"Grande",-68.8547720356,-32.8783184015,6,"Residencial Norte",2694682.37982,0,"Medio"
"5657",10828,"Paraiso","30/03/2011 12:20","Alto (> 8 mts)",120,"Grande",-68.8547826699,-32.8783631307,6,"Residencial Norte",2694682.37982,0,"Medio"
"5658",10829,"Fresno americano","30/03/2011 12:35","Bajo (2 - 4 mts)",35,"Mediano",-68.8546934924,-32.8780550176,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5659",10830,"Morera","30/03/2011 12:54","Medio (4 - 8 mts)",47,"Mediano",-68.8547648316,-32.8774813232,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5660",10831,"Morera","30/03/2011 13:11","Alto (> 8 mts)",100,"Grande",-68.8556333903,-32.8773210896,6,"Residencial Norte",2694682.37982,0,"Medio"
"5661",10832,"Fresno europeo","31/03/2011 11:20","Bajo (2 - 4 mts)",22,"Mediano",-68.855839585,-32.8772834491,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5662",10833,"Pltano","31/03/2011 11:18","Alto (> 8 mts)",196,"Grande",-68.8559032111,-32.8772696463,6,"Residencial Norte",2694682.37982,0,"Muy Alto"
"5663",10834,"Morera","31/03/2011 11:00","Alto (> 8 mts)",85,"Grande",-68.8560681579,-32.8772382922,6,"Residencial Norte",2694682.37982,0,"Medio"
"5664",10835,"Jacarand","31/03/2011 10:59","Medio (4 - 8 mts)",30,"Mediano",-68.856134834,-32.8772256262,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5665",10836,"Morera","18/03/2011 09:25","Bajo (2 - 4 mts)",18,"Chico",-68.8544449302,-32.8776886835,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5666",10838,"Prunas","18/03/2011 09:10","Bajo (2 - 4 mts)",38,"Mediano",-68.8545214913,-32.8779918813,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5667",10839,"Perenne","17/03/2011 13:30","Bajo (2 - 4 mts)",22,"Mediano",-68.8545448606,-32.8780721069,6,"Residencial Norte",2694682.37982,1,"Bajo"
"5668",10840,"Morera","17/03/2011 13:22","Medio (4 - 8 mts)",27,"Mediano",-68.8545856726,-32.8782255315,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5669",10842,"Morera","17/03/2011 12:47","Alto (> 8 mts)",178,"Grande",-68.8539174228,-32.8786192203,6,"Residencial Norte",2694682.37982,0,"Alto"
"5670",10843,"Morera","17/03/2011 12:21","Alto (> 8 mts)",53,"Mediano",-68.8532139971,-32.8785215765,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5671",10844,"Perenne","17/03/2011 11:57","Alto (> 8 mts)",71,"Grande",-68.8531110205,-32.878134631,6,"Residencial Norte",2694682.37982,0,"Medio"
"5672",10846,"Morera","17/03/2011 10:25","Medio (4 - 8 mts)",60,"Mediano",-68.853040272,-32.8778655772,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5673",10850,"Fresno europeo","17/03/2011 10:20","Medio (4 - 8 mts)",89,"Grande",-68.8529435432,-32.8780614421,6,"Residencial Norte",2694682.37982,0,"Medio"
"5674",10851,"Morera","17/03/2011 10:11","Muy bajo (1 - 2 mts)",8,"Chico",-68.8529781398,-32.8781960632,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5675",10852,"Fresno europeo","17/03/2011 09:59","Bajo (2 - 4 mts)",38,"Mediano",-68.8530350674,-32.8784138169,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5676",10856,"Morera","18/03/2011 10:26","Alto (> 8 mts)",125,"Grande",-68.852877636,-32.8788163741,6,"Residencial Norte",2694682.37982,0,"Medio"
"5677",10859,"Conifera","18/03/2011 09:34","Muy bajo (1 - 2 mts)",20,"Chico",-68.8515225449,-32.878991566,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5678",10860,"Pltano","18/03/2011 09:21","Alto (> 8 mts)",75,"Grande",-68.8514682969,-32.8787638791,6,"Residencial Norte",2694682.37982,0,"Medio"
"5679",10861,"Fresno europeo","18/03/2011 09:16","Bajo (2 - 4 mts)",50,"Mediano",-68.8514518524,-32.8787049249,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5680",10864,"Fresno europeo","30/03/2011 10:27","Alto (> 8 mts)",72,"Grande",-68.8512555941,-32.8785670193,6,"Residencial Norte",2694682.37982,0,"Medio"
"5681",10865,"Paraiso","30/03/2011 10:16","Alto (> 8 mts)",84,"Grande",-68.8513048174,-32.8787521386,6,"Residencial Norte",2694682.37982,1,"Medio"
"5682",10867,"Braquiquito","30/03/2011 09:59","Medio (4 - 8 mts)",53,"Mediano",-68.8513844172,-32.8790228945,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5683",10869,"Ailanthus","29/03/2011 12:50","Alto (> 8 mts)",58,"Mediano",-68.8507135877,-32.8792050348,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5684",10871,"Fresno europeo","30/03/2011 12:58","Bajo (2 - 4 mts)",24,"Mediano",-68.8504570635,-32.8788369259,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5685",10872,"Fresno americano","30/03/2011 12:54","Alto (> 8 mts)",32,"Mediano",-68.8504018712,-32.878711933,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5686",10873,"Fresno americano","01/04/2011 11:38","Bajo (2 - 4 mts)",16,"Chico",-68.858321899,-32.8782962209,7,"Residencial Parque",1786336.08966,1,"Bajo"
"5687",10879,"Morera","07/04/2011 10:11","Medio (4 - 8 mts)",30,"Mediano",-68.8593506155,-32.8777842886,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5688",10883,"Paraiso","08/04/2011 10:49","Alto (> 8 mts)",150,"Grande",-68.8581826221,-32.8783608029,7,"Residencial Parque",1786336.08966,1,"Alto"
"5689",10885,"Fresno americano","07/04/2011 17:12","Medio (4 - 8 mts)",22,"Mediano",-68.8570521173,-32.8781569325,7,"Residencial Parque",1786336.08966,1,"Bajo"
"5690",10894,"Ailanthus","21/03/2011 09:06","Alto (> 8 mts)",81,"Grande",-68.8535345209,-32.8788178709,6,"Residencial Norte",2694682.37982,0,"Medio"
"5691",10897,"Morera","18/03/2011 13:04","Alto (> 8 mts)",72,"Grande",-68.853693261,-32.8787903097,6,"Residencial Norte",2694682.37982,0,"Medio"
"5692",10898,"Fresno europeo","18/03/2011 12:58","Medio (4 - 8 mts)",58,"Mediano",-68.8538033467,-32.8787700007,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5693",10899,"Fresno europeo","18/03/2011 12:51","Medio (4 - 8 mts)",37,"Mediano",-68.8539764788,-32.8787447887,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5694",10901,"Morera","18/03/2011 12:40","Alto (> 8 mts)",53,"Mediano",-68.8543242394,-32.8786783436,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5695",10908,"Morera","18/03/2011 09:58","Medio (4 - 8 mts)",34,"Mediano",-68.854094778,-32.8796935108,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5696",10911,"Ligustro","21/03/2011 09:32","Muy bajo (1 - 2 mts)",12,"Chico",-68.8534945249,-32.8795627083,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5697",10912,"Acer","21/03/2011 09:31","Medio (4 - 8 mts)",58,"Mediano",-68.8534663743,-32.8794733157,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5698",10916,"Morera","18/03/2011 13:05","Medio (4 - 8 mts)",69,"Grande",-68.8532926286,-32.8793549939,6,"Residencial Norte",2694682.37982,0,"Medio"
"5699",10917,"Fresno europeo","18/03/2011 13:04","Medio (4 - 8 mts)",86,"Grande",-68.8533074909,-32.8794190559,6,"Residencial Norte",2694682.37982,0,"Medio"
"5700",10919,"Morera","21/03/2011 12:37","Medio (4 - 8 mts)",57,"Mediano",-68.8516411876,-32.8794690253,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5701",10923,"Morera","29/03/2011 10:23","Medio (4 - 8 mts)",42,"Mediano",-68.8512926809,-32.8802153937,1,"Parque Central",1655357.93265,0,"Bajo"
"5702",10924,"Morera","29/03/2011 10:22","Alto (> 8 mts)",154,"Grande",-68.8512216522,-32.8802315424,1,"Parque Central",1655357.93265,1,"Alto"
"5703",10931,"Morera","29/03/2011 12:49","Medio (4 - 8 mts)",26,"Mediano",-68.8513623892,-32.8792206746,6,"Residencial Norte",2694682.37982,0,"Bajo"
"5704",10932,"Morera","29/03/2011 10:43","Muy bajo (1 - 2 mts)",38,"Mediano",-68.8515551145,-32.8796731414,6,"Residencial Norte",2694682.37982,1,"Bajo"
"5705",10933,"Perenne","29/03/2011 10:40","Medio (4 - 8 mts)",98,"Grande",-68.8515850827,-32.879789067,6,"Residencial Norte",2694682.37982,0,"Medio"
"5706",10935,"Fresno europeo","07/04/2011 16:56","Muy bajo (1 - 2 mts)",15,"Chico",-68.8592965002,-32.8788428898,7,"Residencial Parque",1786336.08966,0,"Bajo"
"5707",10936,"Morera","07/04/2011 16:45","Alto (> 8 mts)",76,"Grande",-68.8591293616,-32.8788791932,7,"Residencial Parque",1786336.08966,0,"Medio"
"5708",10937,"Paraiso","07/04/2011 16:34","Medio (4 - 8 mts)",90,"Grande",-68.858646745,-32.8789590347,7,"Residencial Parque",1786336.08966,1,"Medio"
