"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"553",1081,"Aguaribay","14/12/2011 09:33","Medio (4 - 8 mts)",140,"Grande",-68.8809302847,-32.8680260107,8,"Aeroparque",2203364.73622,0
"554",1082,"Morera","14/12/2011 09:31","Muy bajo (1 - 2 mts)",12,"Chico",-68.880987751,-32.8680084498,8,"Aeroparque",2203364.73622,0
"555",1083,"Fresno europeo","14/12/2011 09:28","Bajo (2 - 4 mts)",8,"Chico",-68.881049699,-32.8679432125,8,"Aeroparque",2203364.73622,0
"556",1084,"Aguaribay","14/12/2011 09:17","Bajo (2 - 4 mts)",22,"Mediano",-68.8810356572,-32.8678992505,8,"Aeroparque",2203364.73622,0
"557",1085,"Caducifolio","14/12/2011 09:11","Muy bajo (1 - 2 mts)",16,"Chico",-68.8810216375,-32.8678387443,8,"Aeroparque",2203364.73622,0
"558",1086,"Fresno americano","13/12/2011 18:52","Bajo (2 - 4 mts)",14,"Chico",-68.8810057603,-32.8677921954,8,"Aeroparque",2203364.73622,0
"559",1087,"Caducifolio","13/12/2011 18:50","Bajo (2 - 4 mts)",34,"Mediano",-68.8809911039,-32.867749267,8,"Aeroparque",2203364.73622,0
"560",1088,"Perenne","13/12/2011 18:43","Bajo (2 - 4 mts)",120,"Grande",-68.8809460904,-32.8676231023,8,"Aeroparque",2203364.73622,0
"561",1089,"Perenne","13/12/2011 18:46","Muy bajo (1 - 2 mts)",100,"Grande",-68.8809361263,-32.8675732768,8,"Aeroparque",2203364.73622,0
"562",1090,"Aguaribay","13/12/2011 18:39","Medio (4 - 8 mts)",100,"Grande",-68.88091613,-32.8675253237,8,"Aeroparque",2203364.73622,0
"563",1091,"Paraiso sombrilla","13/12/2011 18:36","Bajo (2 - 4 mts)",28,"Mediano",-68.8808442976,-32.8674717379,8,"Aeroparque",2203364.73622,0
"564",1092,"Paraiso sombrilla","13/12/2011 18:34","Bajo (2 - 4 mts)",24,"Mediano",-68.8807957673,-32.8674803966,8,"Aeroparque",2203364.73622,0
"565",1095,"Paraiso sombrilla","13/12/2011 18:27","Muy bajo (1 - 2 mts)",16,"Chico",-68.8804121803,-32.8675565357,8,"Aeroparque",2203364.73622,0
"566",1097,"Liquidambar","13/12/2011 18:05","Bajo (2 - 4 mts)",38,"Mediano",-68.8802114088,-32.8675918082,8,"Aeroparque",2203364.73622,0
"567",1100,"Paraiso sombrilla","13/12/2011 17:38","Bajo (2 - 4 mts)",42,"Mediano",-68.8798847859,-32.8676488979,8,"Aeroparque",2203364.73622,0
"568",1101,"Paraiso sombrilla","13/12/2011 17:34","Bajo (2 - 4 mts)",18,"Chico",-68.8798344246,-32.867657898,8,"Aeroparque",2203364.73622,0
"569",1102,"Aguaribay","13/12/2011 17:32","Medio (4 - 8 mts)",86,"Grande",-68.8797914944,-32.8676662101,8,"Aeroparque",2203364.73622,0
"570",1103,"Aguaribay","13/12/2011 17:30","Medio (4 - 8 mts)",104,"Grande",-68.8797370048,-32.8676759032,8,"Aeroparque",2203364.73622,0
"571",1105,"Aguaribay","13/12/2011 17:27","Bajo (2 - 4 mts)",42,"Mediano",-68.8796823405,-32.8677286458,8,"Aeroparque",2203364.73622,0
"572",1107,"Fresno europeo","13/12/2011 17:18","Bajo (2 - 4 mts)",16,"Chico",-68.8797052455,-32.8678091198,8,"Aeroparque",2203364.73622,0
"573",1109,"Jacarand","13/12/2011 17:13","Muy bajo (1 - 2 mts)",16,"Chico",-68.8797564439,-32.8679889959,8,"Aeroparque",2203364.73622,0
"574",1117,"Fresno americano","01/12/2011 12:33","Bajo (2 - 4 mts)",16,"Chico",-68.8762367349,-32.8661205219,8,"Aeroparque",2203364.73622,0
"575",1118,"Jacarand","01/12/2011 12:32","Bajo (2 - 4 mts)",22,"Mediano",-68.8762093887,-32.8661332079,8,"Aeroparque",2203364.73622,0
"576",1119,"Prunas","01/12/2011 12:30","Bajo (2 - 4 mts)",48,"Mediano",-68.8761650469,-32.8661427193,8,"Aeroparque",2203364.73622,0
"577",1123,"Acer","01/12/2011 12:25","Medio (4 - 8 mts)",80,"Grande",-68.8759027329,-32.8661899174,8,"Aeroparque",2203364.73622,0
"578",1125,"Morera","01/12/2011 08:19","Alto (> 8 mts)",138,"Grande",-68.8757942053,-32.8666739002,8,"Aeroparque",2203364.73622,0
"579",1126,"Acer","01/12/2011 08:16","Alto (> 8 mts)",100,"Grande",-68.8758148771,-32.8667517424,8,"Aeroparque",2203364.73622,0
"580",1127,"Morera","01/12/2011 08:14","Alto (> 8 mts)",100,"Grande",-68.8758331116,-32.8668205265,8,"Aeroparque",2203364.73622,0
"581",1130,"Acacia SP","01/12/2011 08:12","Medio (4 - 8 mts)",60,"Mediano",-68.8758707171,-32.8669399032,8,"Aeroparque",2203364.73622,0
"582",1131,"Morera","01/12/2011 08:11","Alto (> 8 mts)",110,"Grande",-68.8758791671,-32.8669709308,8,"Aeroparque",2203364.73622,0
"583",1132,"Morera","01/12/2011 08:09","Alto (> 8 mts)",108,"Grande",-68.8759001798,-32.8670564216,8,"Aeroparque",2203364.73622,0
"584",1133,"Morera","01/12/2011 08:08","Alto (> 8 mts)",118,"Grande",-68.8759176388,-32.8671213574,8,"Aeroparque",2203364.73622,0
"585",1135,"Morera","01/12/2011 08:01","Alto (> 8 mts)",85,"Grande",-68.8759708108,-32.8673252401,8,"Aeroparque",2203364.73622,0
"586",1136,"Fresno americano","01/12/2011 08:00","Muy bajo (1 - 2 mts)",12,"Chico",-68.8759798327,-32.8673583701,8,"Aeroparque",2203364.73622,0
"587",1138,"Paraiso","30/11/2011 11:07","Medio (4 - 8 mts)",75,"Grande",-68.8760013142,-32.8674372609,8,"Aeroparque",2203364.73622,0
"588",1139,"Prunas","30/11/2011 10:10","Medio (4 - 8 mts)",18,"Chico",-68.8765929012,-32.8666173879,8,"Aeroparque",2203364.73622,0
"589",1140,"Morera","02/12/2011 10:55","Medio (4 - 8 mts)",23,"Mediano",-68.8761343597,-32.8679145581,8,"Aeroparque",2203364.73622,0
"590",1141,"Caducifolio","02/12/2011 07:33","Bajo (2 - 4 mts)",45,"Mediano",-68.8770724236,-32.8684422015,8,"Aeroparque",2203364.73622,1
"591",1143,"Morera","02/12/2011 07:30","Alto (> 8 mts)",120,"Grande",-68.8770404666,-32.8683222789,8,"Aeroparque",2203364.73622,0
"592",1147,"Olmo comun","01/12/2011 13:20","Alto (> 8 mts)",98,"Grande",-68.8770043747,-32.8681869413,8,"Aeroparque",2203364.73622,0
"593",1153,"Morera","01/12/2011 13:09","Alto (> 8 mts)",95,"Grande",-68.8769370791,-32.8679349902,8,"Aeroparque",2203364.73622,0
"594",1154,"Fresno europeo","01/12/2011 13:08","Alto (> 8 mts)",70,"Grande",-68.8769253335,-32.8678908857,8,"Aeroparque",2203364.73622,0
"595",1155,"Perenne","01/12/2011 13:06","Medio (4 - 8 mts)",40,"Mediano",-68.8769208192,-32.8678739186,8,"Aeroparque",2203364.73622,0
"596",1157,"Jacarand","29/11/2011 12:14","Alto (> 8 mts)",95,"Grande",-68.875389387,-32.8651880084,8,"Aeroparque",2203364.73622,0
"597",1159,"Fresno americano","29/11/2011 12:12","Medio (4 - 8 mts)",53,"Mediano",-68.8753499728,-32.8650495805,8,"Aeroparque",2203364.73622,1
"598",1160,"Fresno americano","29/11/2011 12:11","Medio (4 - 8 mts)",30,"Mediano",-68.8753443846,-32.8649986733,8,"Aeroparque",2203364.73622,0
"599",1162,"Tipa","29/11/2011 12:09","Bajo (2 - 4 mts)",28,"Mediano",-68.8755657827,-32.864911963,8,"Aeroparque",2203364.73622,0
"600",1165,"Morera","29/11/2011 09:45","Bajo (2 - 4 mts)",20,"Chico",-68.8757721454,-32.8648735268,8,"Aeroparque",2203364.73622,0
"601",1166,"Fresno europeo","29/11/2011 09:43","Bajo (2 - 4 mts)",25,"Mediano",-68.8758014706,-32.864866584,8,"Aeroparque",2203364.73622,0
"602",1167,"Paraiso","29/11/2011 12:00","Muy bajo (1 - 2 mts)",2,"Chico",-68.8758330416,-32.8648596435,8,"Aeroparque",2203364.73622,0
"603",1172,"Paraiso","29/11/2011 11:54","Muy bajo (1 - 2 mts)",3,"Chico",-68.8760082046,-32.8648306591,8,"Aeroparque",2203364.73622,0
"604",1173,"Aguaribay","29/11/2011 10:23","Alto (> 8 mts)",190,"Grande",-68.8761254177,-32.8648573959,8,"Aeroparque",2203364.73622,0
"605",1174,"Morera","29/11/2011 10:20","Muy bajo (1 - 2 mts)",2,"Chico",-68.8761321259,-32.8648992404,8,"Aeroparque",2203364.73622,0
"606",1175,"Paraiso","29/11/2011 10:12","Medio (4 - 8 mts)",62,"Grande",-68.8761373532,-32.8649226986,8,"Aeroparque",2203364.73622,0
"607",1176,"Morera","29/11/2011 10:10","Medio (4 - 8 mts)",30,"Mediano",-68.876151164,-32.8649846813,8,"Aeroparque",2203364.73622,0
"608",1178,"Conifera","29/11/2011 10:07","Bajo (2 - 4 mts)",14,"Chico",-68.8761616545,-32.8650250147,8,"Aeroparque",2203364.73622,0
"609",1179,"Conifera","29/11/2011 10:04","Medio (4 - 8 mts)",22,"Mediano",-68.8761668288,-32.8650442971,8,"Aeroparque",2203364.73622,0
"610",1180,"Conifera","29/11/2011 10:03","Medio (4 - 8 mts)",28,"Mediano",-68.8761718894,-32.8650631548,8,"Aeroparque",2203364.73622,0
"611",1182,"Conifera","29/11/2011 10:01","Medio (4 - 8 mts)",28,"Mediano",-68.8761842265,-32.8651062239,8,"Aeroparque",2203364.73622,0
"612",1184,"Prunas","29/11/2011 09:57","Bajo (2 - 4 mts)",6,"Chico",-68.8761950014,-32.8651494231,8,"Aeroparque",2203364.73622,0
"613",1189,"Morera","29/11/2011 09:48","Alto (> 8 mts)",78,"Grande",-68.8762689954,-32.8654265765,8,"Aeroparque",2203364.73622,0
"614",1190,"Morera","29/11/2011 09:47","Bajo (2 - 4 mts)",18,"Chico",-68.8762795725,-32.8654660659,8,"Aeroparque",2203364.73622,0
"615",1191,"Morera","29/11/2011 09:46","Bajo (2 - 4 mts)",18,"Chico",-68.8763111841,-32.8655840119,8,"Aeroparque",2203364.73622,0
"616",1195,"Paraiso","01/12/2011 07:58","Bajo (2 - 4 mts)",52,"Mediano",-68.8763541999,-32.8659493195,8,"Aeroparque",2203364.73622,0
"617",1196,"Paraiso","01/12/2011 07:55","Bajo (2 - 4 mts)",35,"Mediano",-68.8763051557,-32.8659597794,8,"Aeroparque",2203364.73622,0
"618",1197,"Paraiso","01/12/2011 07:54","Medio (4 - 8 mts)",95,"Grande",-68.8762567827,-32.8659700975,8,"Aeroparque",2203364.73622,0
"619",1198,"Fresno europeo","30/11/2011 11:58","Bajo (2 - 4 mts)",18,"Chico",-68.8755182868,-32.8656277638,8,"Aeroparque",2203364.73622,1
"620",1199,"Fresno americano","06/12/2011 09:48","Medio (4 - 8 mts)",80,"Grande",-68.8770466848,-32.8678920104,8,"Aeroparque",2203364.73622,0
"621",1200,"Aguaribay","06/12/2011 09:47","Bajo (2 - 4 mts)",48,"Mediano",-68.8770304385,-32.8678310985,8,"Aeroparque",2203364.73622,0
"622",1201,"Paraiso","29/11/2011 11:21","Alto (> 8 mts)",130,"Grande",-68.8772046984,-32.8653960112,8,"Aeroparque",2203364.73622,0
"623",1203,"Fresno europeo","29/11/2011 11:18","Bajo (2 - 4 mts)",28,"Mediano",-68.877233202,-32.86550301,8,"Aeroparque",2203364.73622,0
"624",1206,"Acer","29/11/2011 12:25","Bajo (2 - 4 mts)",20,"Chico",-68.8772815647,-32.8656853353,8,"Aeroparque",2203364.73622,0
"625",1207,"Fresno americano","29/11/2011 12:25","Bajo (2 - 4 mts)",37,"Mediano",-68.8772964336,-32.8657206891,8,"Aeroparque",2203364.73622,0
"626",1210,"Acer","29/11/2011 12:21","Bajo (2 - 4 mts)",40,"Mediano",-68.8770786316,-32.8658213074,8,"Aeroparque",2203364.73622,0
"627",1211,"Paraiso sombrilla","29/11/2011 12:54","Bajo (2 - 4 mts)",70,"Grande",-68.8762385632,-32.8648842071,8,"Aeroparque",2203364.73622,0
"628",1212,"Paraiso sombrilla","29/11/2011 12:53","Medio (4 - 8 mts)",110,"Grande",-68.8762293036,-32.8648554294,8,"Aeroparque",2203364.73622,0
"629",1213,"Paraiso sombrilla","29/11/2011 12:28","Medio (4 - 8 mts)",65,"Grande",-68.8762580158,-32.8647843879,8,"Aeroparque",2203364.73622,0
"630",1214,"Paraiso sombrilla","29/11/2011 12:27","Medio (4 - 8 mts)",80,"Grande",-68.8763272213,-32.86477337,8,"Aeroparque",2203364.73622,0
"631",1215,"Caducifolio","29/11/2011 12:26","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8763918393,-32.8647590482,8,"Aeroparque",2203364.73622,0
"632",1218,"Paraiso sombrilla","29/11/2011 12:15","Medio (4 - 8 mts)",122,"Grande",-68.8768372801,-32.8646817055,8,"Aeroparque",2203364.73622,0
"633",1219,"Paraiso sombrilla","29/11/2011 12:12","Medio (4 - 8 mts)",100,"Grande",-68.8769784443,-32.8646704108,8,"Aeroparque",2203364.73622,0
"634",1221,"Morera","29/11/2011 12:04","Alto (> 8 mts)",140,"Grande",-68.877053044,-32.8648181918,8,"Aeroparque",2203364.73622,0
"635",1226,"Paraiso","29/11/2011 10:49","Medio (4 - 8 mts)",30,"Mediano",-68.876727025,-32.8658811189,8,"Aeroparque",2203364.73622,0
"636",1228,"Jacarand","29/11/2011 09:26","Medio (4 - 8 mts)",98,"Grande",-68.8766399364,-32.8658996765,8,"Aeroparque",2203364.73622,0
"637",1229,"Jacarand","29/11/2011 09:22","Medio (4 - 8 mts)",90,"Grande",-68.8765428691,-32.8659178681,8,"Aeroparque",2203364.73622,0
"638",1234,"Acacia SP","29/11/2011 13:30","Medio (4 - 8 mts)",80,"Grande",-68.8764583475,-32.8657140321,8,"Aeroparque",2203364.73622,0
"639",1235,"Jacarand","29/11/2011 13:26","Alto (> 8 mts)",95,"Grande",-68.8764041915,-32.8654992128,8,"Aeroparque",2203364.73622,1
"640",1239,"Fresno americano","29/11/2011 13:15","Bajo (2 - 4 mts)",40,"Mediano",-68.8763779455,-32.8654005648,8,"Aeroparque",2203364.73622,0
"641",1240,"Fresno americano","29/11/2011 13:14","Bajo (2 - 4 mts)",60,"Mediano",-68.876365654,-32.8653545418,8,"Aeroparque",2203364.73622,0
"642",1243,"Acacia SP","07/12/2011 10:37","Alto (> 8 mts)",60,"Mediano",-68.8774369233,-32.8662902088,8,"Aeroparque",2203364.73622,0
"643",1244,"Caducifolio","07/12/2011 10:34","Medio (4 - 8 mts)",75,"Grande",-68.8774494273,-32.8663368414,8,"Aeroparque",2203364.73622,0
"644",1245,"Paraiso","07/12/2011 10:31","Medio (4 - 8 mts)",130,"Grande",-68.8774595652,-32.8663745395,8,"Aeroparque",2203364.73622,1
"645",1246,"Paraiso","07/12/2011 10:29","Alto (> 8 mts)",170,"Grande",-68.8774709988,-32.8664170936,8,"Aeroparque",2203364.73622,0
"646",1248,"Paraiso sombrilla","07/12/2011 10:21","Bajo (2 - 4 mts)",50,"Mediano",-68.8775052633,-32.8665450209,8,"Aeroparque",2203364.73622,0
"647",1251,"Paraiso","30/11/2011 11:45","Medio (4 - 8 mts)",40,"Mediano",-68.8767173189,-32.8666890952,8,"Aeroparque",2203364.73622,0
"648",1253,"Fresno europeo","05/12/2011 11:53","Bajo (2 - 4 mts)",20,"Chico",-68.8791887087,-32.8692843598,8,"Aeroparque",2203364.73622,0
"649",1254,"Fresno europeo","05/12/2011 11:52","Bajo (2 - 4 mts)",20,"Chico",-68.8791768777,-32.8692400373,8,"Aeroparque",2203364.73622,0
"650",1255,"Acer","05/12/2011 11:50","Medio (4 - 8 mts)",70,"Grande",-68.8791641131,-32.8691923957,8,"Aeroparque",2203364.73622,0
"651",1258,"Paraiso sombrilla","05/12/2011 11:38","Medio (4 - 8 mts)",80,"Grande",-68.8791289992,-32.8690611723,8,"Aeroparque",2203364.73622,0
"652",1259,"Fresno europeo","05/12/2011 11:33","Muy bajo (1 - 2 mts)",19,"Chico",-68.8791172307,-32.8690173313,8,"Aeroparque",2203364.73622,0
"653",1263,"Morera","05/12/2011 11:29","Medio (4 - 8 mts)",70,"Grande",-68.8790736454,-32.8688543646,8,"Aeroparque",2203364.73622,0
"654",1264,"Morera","05/12/2011 11:29","Medio (4 - 8 mts)",100,"Grande",-68.8790618145,-32.8688100421,8,"Aeroparque",2203364.73622,0
"655",1268,"Paraiso sombrilla","05/12/2011 11:26","Bajo (2 - 4 mts)",46,"Mediano",-68.8789388268,-32.8685527894,8,"Aeroparque",2203364.73622,0
"656",1270,"Palo borracho","05/12/2011 11:24","Bajo (2 - 4 mts)",90,"Grande",-68.8788154966,-32.8685753738,8,"Aeroparque",2203364.73622,0
"657",1274,"Morera","05/12/2011 11:20","Medio (4 - 8 mts)",48,"Mediano",-68.8785763597,-32.8686193232,8,"Aeroparque",2203364.73622,0
"658",1275,"Morera","05/12/2011 11:19","Medio (4 - 8 mts)",46,"Mediano",-68.878537184,-32.8686265158,8,"Aeroparque",2203364.73622,0
"659",1277,"Aguaribay","05/12/2011 11:17","Bajo (2 - 4 mts)",30,"Mediano",-68.8784625389,-32.8686402221,8,"Aeroparque",2203364.73622,0
"660",1278,"Paraiso","02/12/2011 09:02","Bajo (2 - 4 mts)",76,"Grande",-68.8780616456,-32.868186805,8,"Aeroparque",2203364.73622,0
"661",1280,"Morera","02/12/2011 09:52","Bajo (2 - 4 mts)",67,"Grande",-68.8788039804,-32.8678780547,8,"Aeroparque",2203364.73622,0
"662",1283,"Acacia SP","02/12/2011 09:55","Bajo (2 - 4 mts)",56,"Mediano",-68.8787724424,-32.8677603448,8,"Aeroparque",2203364.73622,0
"663",1287,"Liquidambar","30/11/2011 18:26","Bajo (2 - 4 mts)",14,"Chico",-68.8778981291,-32.8700831105,8,"Aeroparque",2203364.73622,0
"664",1288,"Morera","30/11/2011 18:25","Medio (4 - 8 mts)",60,"Mediano",-68.8777775401,-32.8701082573,8,"Aeroparque",2203364.73622,0
"665",1289,"Paraiso sombrilla","30/11/2011 18:21","Bajo (2 - 4 mts)",26,"Mediano",-68.8776153998,-32.8700655812,8,"Aeroparque",2203364.73622,0
"666",1295,"Paraiso","30/11/2011 17:51","Bajo (2 - 4 mts)",16,"Chico",-68.8774409387,-32.8693542652,8,"Aeroparque",2203364.73622,0
"667",1296,"Morera","30/11/2011 17:49","Medio (4 - 8 mts)",66,"Grande",-68.8774323813,-32.8693247209,8,"Aeroparque",2203364.73622,0
"668",1297,"Morera","30/11/2011 17:44","Bajo (2 - 4 mts)",36,"Mediano",-68.8774225543,-32.86928684,8,"Aeroparque",2203364.73622,0
"669",1298,"Morera","30/11/2011 17:40","Bajo (2 - 4 mts)",44,"Mediano",-68.8774078948,-32.8692347501,8,"Aeroparque",2203364.73622,0
"670",1299,"Morera","30/11/2011 17:36","Medio (4 - 8 mts)",70,"Grande",-68.8773976504,-32.8691981177,8,"Aeroparque",2203364.73622,0
"671",1300,"Morera","30/11/2011 17:36","Medio (4 - 8 mts)",70,"Grande",-68.8773836927,-32.8691485351,8,"Aeroparque",2203364.73622,0
"672",1304,"Paraiso sombrilla","30/11/2011 12:21","Muy bajo (1 - 2 mts)",13,"Chico",-68.8783654728,-32.8662528831,8,"Aeroparque",2203364.73622,0
"673",1308,"Paraiso sombrilla","01/12/2011 11:38","Bajo (2 - 4 mts)",65,"Grande",-68.8784993848,-32.8667326368,8,"Aeroparque",2203364.73622,0
"674",1309,"Paraiso sombrilla","01/12/2011 12:24","Muy bajo (1 - 2 mts)",18,"Chico",-68.8785139486,-32.8667868663,8,"Aeroparque",2203364.73622,0
"675",1310,"Paraiso sombrilla","01/12/2011 12:25","Muy bajo (1 - 2 mts)",22,"Mediano",-68.8785243452,-32.8668256294,8,"Aeroparque",2203364.73622,0
"676",1313,"Ligustro","01/12/2011 13:02","Muy bajo (1 - 2 mts)",12,"Chico",-68.8775952142,-32.866437359,8,"Aeroparque",2203364.73622,0
"677",1314,"Aguaribay","30/11/2011 11:21","Medio (4 - 8 mts)",68,"Grande",-68.8772304427,-32.8646001007,8,"Aeroparque",2203364.73622,0
"678",1317,"Aguaribay","30/11/2011 11:19","Bajo (2 - 4 mts)",66,"Grande",-68.8774548533,-32.8645566777,8,"Aeroparque",2203364.73622,0
"679",1318,"Aguaribay","30/11/2011 11:12","Bajo (2 - 4 mts)",66,"Grande",-68.8777721766,-32.8644955827,8,"Aeroparque",2203364.73622,0
"680",1319,"Aguaribay","30/11/2011 11:10","Bajo (2 - 4 mts)",60,"Mediano",-68.8778407408,-32.8644813515,8,"Aeroparque",2203364.73622,0
"681",1321,"Caducifolio","29/11/2011 12:49","Bajo (2 - 4 mts)",32,"Mediano",-68.8779117029,-32.8645362637,8,"Aeroparque",2203364.73622,0
"682",1323,"Paraiso sombrilla","29/11/2011 12:46","Medio (4 - 8 mts)",90,"Grande",-68.8779399523,-32.8646406021,8,"Aeroparque",2203364.73622,0
"683",1324,"Paraiso","29/11/2011 12:45","Muy bajo (1 - 2 mts)",10,"Chico",-68.8779484842,-32.8646721436,8,"Aeroparque",2203364.73622,0
"684",1325,"Paraiso sombrilla","29/11/2011 12:32","Muy bajo (1 - 2 mts)",15,"Chico",-68.8779547424,-32.8646952232,8,"Aeroparque",2203364.73622,0
"685",1330,"Paraiso sombrilla","29/11/2011 12:08","Medio (4 - 8 mts)",82,"Grande",-68.878121624,-32.8653030152,8,"Aeroparque",2203364.73622,0
"686",1331,"Paraiso sombrilla","29/11/2011 12:07","Medio (4 - 8 mts)",68,"Grande",-68.8781329903,-32.8653449605,8,"Aeroparque",2203364.73622,0
"687",1332,"Liquidambar","29/11/2011 12:06","Bajo (2 - 4 mts)",18,"Chico",-68.8781515089,-32.8654133154,8,"Aeroparque",2203364.73622,0
"688",1333,"Fresno europeo","29/11/2011 11:58","Muy bajo (1 - 2 mts)",22,"Mediano",-68.8780457916,-32.8656366155,8,"Aeroparque",2203364.73622,0
"689",1335,"Morera","29/11/2011 11:55","Bajo (2 - 4 mts)",60,"Mediano",-68.8778972007,-32.865663287,8,"Aeroparque",2203364.73622,0
"690",1337,"Morera","29/11/2011 11:07","Bajo (2 - 4 mts)",40,"Mediano",-68.8777563275,-32.8656896232,8,"Aeroparque",2203364.73622,0
"691",1338,"Fresno europeo","29/11/2011 10:34","Medio (4 - 8 mts)",60,"Mediano",-68.8774632973,-32.8657522046,8,"Aeroparque",2203364.73622,0
"692",1339,"Morera","29/11/2011 12:52","Medio (4 - 8 mts)",60,"Mediano",-68.8773949727,-32.8657103594,8,"Aeroparque",2203364.73622,0
"693",1340,"Morera","29/11/2011 12:53","Medio (4 - 8 mts)",60,"Mediano",-68.877378555,-32.8656490983,8,"Aeroparque",2203364.73622,0
"694",1341,"Fresno americano","29/11/2011 12:55","Bajo (2 - 4 mts)",20,"Chico",-68.8773663796,-32.865603668,8,"Aeroparque",2203364.73622,0
"695",1345,"Fresno americano","29/11/2011 13:00","Muy bajo (1 - 2 mts)",20,"Chico",-68.8773281987,-32.8654611302,8,"Aeroparque",2203364.73622,0
"696",1346,"Fresno europeo","29/11/2011 13:01","Bajo (2 - 4 mts)",30,"Mediano",-68.8773163604,-32.8654169391,8,"Aeroparque",2203364.73622,0
"697",1349,"Fresno europeo","29/11/2011 13:06","Muy bajo (1 - 2 mts)",15,"Chico",-68.8772820617,-32.8652888178,8,"Aeroparque",2203364.73622,0
"698",1350,"Fresno americano","29/11/2011 13:06","Bajo (2 - 4 mts)",30,"Mediano",-68.8772632269,-32.8652185473,8,"Aeroparque",2203364.73622,0
"699",1351,"Fresno americano","29/11/2011 13:07","Bajo (2 - 4 mts)",60,"Mediano",-68.8772567237,-32.8651942375,8,"Aeroparque",2203364.73622,0
"700",1352,"Morera","29/11/2011 13:08","Muy bajo (1 - 2 mts)",13,"Chico",-68.8772417412,-32.8651383312,8,"Aeroparque",2203364.73622,0
"701",1353,"Paraiso sombrilla","29/11/2011 13:09","Medio (4 - 8 mts)",100,"Grande",-68.8772226204,-32.8650671056,8,"Aeroparque",2203364.73622,0
"702",1354,"Paraiso sombrilla","29/11/2011 13:11","Bajo (2 - 4 mts)",50,"Mediano",-68.8772161184,-32.8650427967,8,"Aeroparque",2203364.73622,0
"703",1355,"Morera","30/11/2011 10:53","Medio (4 - 8 mts)",97,"Grande",-68.8772097172,-32.8650188684,8,"Aeroparque",2203364.73622,0
"704",1356,"Paraiso sombrilla","30/11/2011 10:54","Bajo (2 - 4 mts)",55,"Mediano",-68.8771989696,-32.8649787613,8,"Aeroparque",2203364.73622,0
"705",1357,"Paraiso sombrilla","30/11/2011 10:55","Bajo (2 - 4 mts)",35,"Mediano",-68.8771924676,-32.8649544524,8,"Aeroparque",2203364.73622,0
"706",1358,"Paraiso sombrilla","30/11/2011 10:56","Bajo (2 - 4 mts)",35,"Mediano",-68.8771860665,-32.8649305241,8,"Aeroparque",2203364.73622,0
"707",1361,"Morera","30/11/2011 11:01","Medio (4 - 8 mts)",55,"Mediano",-68.8771626283,-32.8648429464,8,"Aeroparque",2203364.73622,0
"708",1362,"Morera","30/11/2011 11:02","Bajo (2 - 4 mts)",36,"Mediano",-68.8771512908,-32.8648006305,8,"Aeroparque",2203364.73622,0
"709",1363,"Aguaribay","30/11/2011 11:03","Medio (4 - 8 mts)",126,"Grande",-68.8771437427,-32.8647724883,8,"Aeroparque",2203364.73622,0
"710",1364,"Fresno americano","30/11/2011 11:04","Bajo (2 - 4 mts)",22,"Mediano",-68.8771324297,-32.8647302905,8,"Aeroparque",2203364.73622,0
"711",1367,"Aguaribay","15/12/2011 07:46","Bajo (2 - 4 mts)",20,"Chico",-68.8790217908,-32.8670511187,8,"Aeroparque",2203364.73622,0
"712",1371,"Jacarand","29/11/2011 18:08","Bajo (2 - 4 mts)",38,"Mediano",-68.8780570874,-32.8646253965,8,"Aeroparque",2203364.73622,0
"713",1372,"Paraiso sombrilla","29/11/2011 18:05","Bajo (2 - 4 mts)",160,"Grande",-68.8780810818,-32.8647106725,8,"Aeroparque",2203364.73622,0
"714",1373,"Morera","16/12/2011 12:46","Bajo (2 - 4 mts)",40,"Mediano",-68.8758048599,-32.8676596784,8,"Aeroparque",2203364.73622,0
"715",1374,"Acer","23/11/2011 11:35","Medio (4 - 8 mts)",58,"Mediano",-68.8706111872,-32.8782749645,7,"Residencial Parque",1786336.08966,0
"716",1379,"Acer","23/11/2011 11:28","Medio (4 - 8 mts)",45,"Mediano",-68.8705975376,-32.8785055081,7,"Residencial Parque",1786336.08966,0
"717",1380,"Acer","23/11/2011 11:25","Medio (4 - 8 mts)",50,"Mediano",-68.8706584764,-32.8785192787,7,"Residencial Parque",1786336.08966,0
"718",1386,"Acer","23/11/2011 11:12","Muy bajo (1 - 2 mts)",8,"Chico",-68.8708085716,-32.8789680399,7,"Residencial Parque",1786336.08966,0
"719",1388,"Acer","23/11/2011 11:06","Medio (4 - 8 mts)",60,"Mediano",-68.8708369615,-32.8790524199,7,"Residencial Parque",1786336.08966,0
"720",1391,"Acer","23/11/2011 11:03","Bajo (2 - 4 mts)",28,"Mediano",-68.8709004036,-32.879245153,7,"Residencial Parque",1786336.08966,0
"721",1392,"Acer","23/11/2011 11:02","Bajo (2 - 4 mts)",30,"Mediano",-68.8709124428,-32.879276612,7,"Residencial Parque",1786336.08966,0
"722",1393,"Aguaribay","23/11/2011 11:01","Alto (> 8 mts)",160,"Grande",-68.8709307015,-32.8793308208,7,"Residencial Parque",1786336.08966,0
